Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_car,Avg_kms_per_yr
3694,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.0,1498,98.0,5.0,5.4,10,37.182224428997024
3695,Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497,117.0,5.0,11.5,8,6.944444444444445
3696,Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.0,1461,108.0,5.0,3.5,12,27.83300198807157
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.0,1995,190.0,5.0,16.5,14,22.885572139303484
3698,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.0,1586,103.0,5.0,3.9,12,25.745526838966203
3699,Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.0,1497,78.0,5.0,3.25,17,40.35874439461883
3700,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0,1198,73.0,5.0,5.84,6,8.607532210109019
3701,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198,73.0,5.0,5.75,8,9.154761904761905
3702,Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.0,1968,140.0,5.0,10.0,14,29.35323383084577
3703,Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.0,998,67.0,5.0,1.05,18,70.55682951146561
3704,Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.0,1582,126.0,5.0,5.64,11,25.33532041728763
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.0,2143,170.0,5.0,50.97,5,14.517582961862308
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.0,1995,190.0,5.0,29.95,8,15.376984126984127
3707,Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.0,1498,98.0,7.0,4.85,10,39.72194637537239
3708,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.0,1582,126.0,5.0,14.5,8,16.36904761904762
3709,Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497,118.0,5.0,5.5,13,35.582297364495275
3710,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.0,1399,68.0,5.0,3.2,13,42.26752859273993
3711,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.0,1248,74.0,5.0,4.5,8,45.138888888888886
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143,204.0,5.0,30.72,9,36.32109181141439
3713,Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.0,1991,147.0,7.0,3.5,15,115.48033847685416
3714,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.0,2494,102.0,7.0,6.99,17,63.317887394120575
3715,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.0,1493,100.0,7.0,3.45,10,29.203574975173783
3716,Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.0,1497,117.0,5.0,6.57,9,31.67146401985112
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.0,1968,174.0,5.0,17.5,10,19.860973187686195
3718,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.0,1199,73.0,5.0,3.75,11,38.47242921013413
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.0,1497,121.0,5.0,9.99,7,6.941001487357462
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.0,2494,100.0,7.0,8.2,12,42.307157057654074
3721,Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493,100.0,5.0,1.1,19,61.34663341645885
3723,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.0,796,47.0,5.0,2.45,9,31.61985111662531
3724,Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.0,2987,224.0,5.0,13.75,15,26.381284221005476
3725,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.0,1248,74.0,5.0,3.0,7,29.747149231531978
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.0,1248,88.0,5.0,9.25,7,16.36093207734259
3727,Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.0,2400,215.0,5.0,17.65,11,15.399900645802285
3728,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.0,2982,168.0,7.0,18.25,10,39.22542204568024
3729,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0,1396,90.0,5.0,3.45,11,33.73770491803279
3730,Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.0,1968,174.0,5.0,23.75,9,29.265508684863523
3731,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.0,1461,108.0,5.0,5.45,11,29.806259314456035
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.0,998,67.0,5.0,5.25,7,17.464055528011897
3734,Hyundai i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,16.0,1197,78.0,5.0,2.9,12,30.955268389662027
3735,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.0,1995,190.0,5.0,14.2,14,39.80099502487562
3736,Hyundai Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,First,18.0,1197,82.0,5.0,5.8,6,21.654112983151634
3737,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,18.0,1197,82.0,5.0,7.22,7,13.90778383738225
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.0,1197,81.0,5.0,4.87,8,14.430059523809524
3739,Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,16.0,1198,74.0,5.0,3.3,11,31.296572280178836
3740,Honda City ZX EXi,Hyderabad,2007,91000,Petrol,Manual,Second,17.0,1497,78.0,5.0,3.0,17,45.34130543099153
3741,Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,Diesel,Automatic,First,17.0,2143,136.0,5.0,26.0,10,14.895729890764647
3742,Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,14.0,796,35.0,5.0,2.9,7,12.18195339613287
3743,Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,Petrol,Automatic,First,15.0,1591,121.0,5.0,7.5,10,22.34359483614697
3744,Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.0,796,47.0,5.0,2.36,9,12.216873449131514
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.0,1248,88.0,5.0,11.39,7,13.350024789291027
3746,Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.0,2179,140.0,7.0,7.02,11,43.58469945355191
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.0,1248,88.0,5.0,8.0,8,17.509424603174605
3748,Hyundai i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,First,18.0,1197,81.0,5.0,7.11,7,25.58849776896381
3749,Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796,157.0,5.0,3.9,26,27.67767767767768
3750,Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.0,796,46.0,5.0,2.15,15,32.39920358387258
3751,Honda Amaze S i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.0,5.0,3.25,11,19.87083954297069
3752,Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.0,2993,255.0,5.0,70.66,9,19.09032258064516
3753,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120,70.0,5.0,4.61,11,35.71982116244411
3754,Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Petrol,Manual,First,13.0,1799,130.0,5.0,2.35,16,43.32669322709163
3755,Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120,70.0,5.0,4.05,10,16.385302879841113
3756,Maruti 800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,16.0,796,37.0,4.0,0.8,15,11.000497760079641
3757,Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.0,1364,67.0,5.0,5.6,10,29.58738828202582
3758,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.0,1396,88.0,5.0,5.35,9,21.83622828784119
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.0,998,67.0,5.0,3.25,7,5.949429846306396
3760,BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.0,1995,184.0,5.0,11.5,12,32.80318091451292
3761,Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.0,998,67.0,5.0,4.25,8,18.853670634920636
3762,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Petrol,Automatic,Second,13.0,1798,157.0,5.0,4.45,15,17.421602787456447
3763,Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14.0,2498,112.0,7.0,2.85,15,34.84320557491289
3764,Mahindra XUV500 W8 2WD,Delhi,2014,86000,Diesel,Manual,First,15.0,2179,140.0,7.0,7.85,10,42.701092353525326
3765,Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.0,1197,85.0,5.0,5.3,8,15.873015873015873
3766,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.0,999,123.0,5.0,8.0,7,7.4367873078829945
3767,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.0,1364,87.0,5.0,9.43,10,34.715988083416086
3768,Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,Petrol,Manual,First,18.0,1197,80.0,5.0,2.75,12,19.383697813121273
3769,Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,20.0,1461,108.0,5.0,13.5,6,0.5009910802775025
3770,Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987,198.0,5.0,9.99,15,42.30960676953708
3771,Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.0,998,100.0,5.0,6.95,7,23.134853743182944
3772,Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Petrol,Automatic,First,17.0,1498,99.0,5.0,6.75,9,13.399503722084367
3773,Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,18.0,1197,82.0,5.0,5.5,9,7.444168734491315
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.0,1462,103.0,5.0,9.18,6,5.2403369672943505
3775,Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,19.0,1197,82.0,5.0,4.15,10,6.206554121151936
3776,Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,22.0,1582,126.0,5.0,6.5,12,25.84493041749503
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.0,1197,81.0,5.0,4.11,9,24.723573200992554
3778,Hyundai Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,16.0,1493,110.0,5.0,2.25,16,44.820717131474105
3779,Toyota Etios Liva G,Kochi,2015,52207,Petrol,Manual,First,17.0,1197,78.0,5.0,4.56,9,25.909181141439205
3780,Mahindra Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,11.0,2498,112.0,7.0,4.0,11,83.14058618976652
3781,Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.0,1364,67.0,5.0,5.27,9,24.761290322580646
3782,Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.0,2523,63.0,7.0,9.11,5,6.450718177315503
3783,Nissan X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,14.0,1995,147.0,5.0,6.2,14,63.681592039801
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.0,2755,171.0,7.0,19.97,7,12.901834407535944
3785,Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.0,1396,88.0,5.0,10.17,8,21.22222222222222
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.0,1248,74.0,5.0,4.5,10,57.10029791459782
3787,Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.0,1582,126.0,5.0,14.28,5,15.120851906884596
3788,Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.0,796,46.0,5.0,2.47,12,7.362823061630219
3789,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.0,1248,88.0,5.0,7.9,8,28.76984126984127
3790,Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.0,814,55.0,5.0,2.3,13,33.87767279960219
3791,Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.0,1598,102.0,5.0,6.5,11,31.405861897665176
3792,Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.0,814,55.0,5.0,3.25,8,14.880952380952381
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.0,1248,88.0,5.0,5.85,7,13.766980664353
3794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,Diesel,Automatic,Second,14.0,2143,203.0,5.0,29.0,10,26.31578947368421
3795,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,14.0,1968,174.0,5.0,25.71,10,43.52135054617676
3796,Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Petrol,Manual,Second,15.0,1596,101.0,5.0,1.85,16,47.24750996015936
3797,BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,18.0,1995,184.0,5.0,22.75,9,27.791563275434243
3798,Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.0,998,100.0,5.0,8.32,6,9.25569871159564
3799,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,Diesel,Automatic,First,14.0,2143,203.0,5.0,26.0,10,14.895729890764647
3801,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.0,1197,78.0,5.0,3.45,11,29.30948832588177
3802,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.0,1197,82.0,5.0,5.15,7,6.4452156668319285
3803,Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.0,1198,86.0,5.0,3.51,10,36.904170804369414
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.0,1396,88.0,5.0,3.45,9,22.332506203473944
3805,Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,Petrol,Manual,First,16.0,1198,73.0,5.0,3.75,11,28.315946348733235
3806,Honda City 1.5 EXI,Pune,2001,125943,Petrol,Manual,Second,13.0,1493,100.0,5.0,1.45,23,62.9400299850075
3807,Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.0,1896,66.0,5.0,2.2,16,39.8406374501992
3808,Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.0,2499,141.0,7.0,7.99,14,76.61691542288557
3809,Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.0,1991,147.0,5.0,6.75,11,30.79980129160457
3811,Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.0,1498,98.0,7.0,5.0,10,22.34359483614697
3812,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.0,1248,88.0,7.0,5.9,12,52.186878727634195
3813,Hyundai Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.0,1197,82.0,5.0,3.75,11,12.91604570293095
3814,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,14.0,2993,270.0,5.0,29.5,10,15.342601787487586
3815,Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18.0,1198,86.0,5.0,4.75,10,23.833167825223438
3816,Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.0,2698,179.0,5.0,11.5,13,56.05121829935356
3817,Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.0,1197,81.0,5.0,6.95,7,2.478929102627665
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0,1198,73.0,5.0,5.4,8,7.936507936507937
3819,Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.0,1997,135.0,5.0,4.75,13,31.327697662854302
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.0,998,67.0,5.0,2.15,13,14.07260069617106
3821,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.0,796,46.0,5.0,0.9,19,24.438902743142144
3822,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.0,998,67.0,5.0,3.5,8,6.200892857142857
3823,Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.0,1248,92.0,5.0,5.85,8,28.089285714285715
3824,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.0,1248,73.0,5.0,3.15,14,52.23880597014925
3825,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.0,1461,84.0,5.0,6.0,8,25.856150793650794
3826,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.0,1197,80.0,5.0,2.23,14,18.90547263681592
3827,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.0,1197,82.0,5.0,2.5,8,24.8015873015873
3828,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.0,998,67.0,5.0,3.87,9,24.92803970223325
3829,Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.0,2179,140.0,7.0,9.5,10,15.392254220456802
3830,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.0,2982,168.0,7.0,17.75,10,39.22542204568024
3831,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.0,1461,108.0,5.0,3.75,12,64.61232604373757
3832,Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.0,1086,62.0,5.0,1.5,14,57.21393034825871
3833,Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.0,1591,121.0,5.0,5.0,11,20.615996025832093
3834,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.0,1995,177.0,5.0,17.0,10,27.003475670307846
3835,Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.0,1799,130.0,5.0,4.38,13,28.02635504724018
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.0,1798,187.0,5.0,41.5,6,10.901883052527255
3837,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.0,998,67.0,5.0,3.0,7,3.966286564204264
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.0,1248,88.0,5.0,11.0,6,14.242319127849356
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.0,2720,190.0,7.0,14.0,12,58.268389662027836
3840,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.0,1248,74.0,5.0,7.65,8,15.128968253968255
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591,121.0,5.0,8.7,6,2.4777006937561943
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.0,1248,88.0,7.0,9.9,8,20.833333333333332
3843,Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.0,1495,94.0,5.0,2.05,14,16.30497512437811
3844,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0,1197,80.0,5.0,5.25,8,9.428571428571429
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591,121.0,5.0,5.77,12,16.17395626242545
3846,Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.0,796,46.0,5.0,1.95,14,47.1407960199005
3847,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.0,2179,120.0,8.0,7.45,13,34.808552958727
3848,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.0,998,67.0,5.0,2.6,12,33.96968190854871
3849,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1197,80.0,5.0,3.25,13,35.803083043262056
3850,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.0,1248,73.0,5.0,3.85,14,37.320398009950246
3851,Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.0,1995,148.0,5.0,7.5,11,32.290114257327375
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.0,1995,190.0,5.0,11.5,12,27.63320079522863
3853,Honda Brio V MT,Pune,2013,50000,Petrol,Manual,First,19.0,1198,86.0,5.0,3.25,11,24.838549428713364
3854,Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.0,1997,134.0,5.0,1.5,21,22.066899650524213
3855,Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.0,1248,73.0,5.0,5.31,10,32.27408142999007
3856,Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179,140.0,7.0,9.0,11,24.341778440139095
3857,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.0,1086,68.0,5.0,3.59,8,3.5714285714285716
3858,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.0,1373,91.0,5.0,7.35,8,21.404761904761905
3859,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.0,2494,102.0,8.0,12.0,11,55.63835072031793
3860,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,First,18.0,1197,82.0,5.0,6.02,7,11.670798215171047
3861,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.0,1991,123.0,5.0,2.57,16,40.91633466135458
3862,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.0,2696,162.0,7.0,12.45,11,28.315946348733235
3863,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.0,2179,140.0,7.0,12.63,9,19.521091811414394
3864,Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.0,1497,117.0,5.0,7.75,10,30.784508440913605
3865,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.0,1498,89.0,5.0,5.5,10,29.791459781529294
3866,Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.0,1197,81.0,5.0,4.43,9,17.3697270471464
3867,Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.0,2143,136.0,5.0,24.51,8,16.044146825396826
3868,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814,55.0,5.0,2.65,10,23.33664349553128
3870,Toyota Etios G Safety,Delhi,2011,36000,Petrol,Manual,First,17.0,1496,88.0,5.0,3.2,13,17.901541521631028
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.0,1248,74.0,5.0,4.25,8,37.20238095238095
3872,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.0,796,46.0,5.0,1.1,16,18.92430278884462
3873,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.0,998,67.0,5.0,4.3,9,28.69379652605459
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,Diesel,Manual,First,22.0,1498,89.0,5.0,8.9,9,22.332506203473944
3875,Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,Diesel,Manual,First,19.0,1461,108.0,5.0,6.5,9,37.24813895781638
3876,Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.0,2354,142.0,5.0,3.5,15,32.58437033349925
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.0,1248,75.0,5.0,4.25,16,37.951195219123505
3878,Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,First,16.0,2179,140.0,7.0,16.46,6,12.858275520317145
3879,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,Petrol,Manual,First,18.0,1199,88.0,5.0,5.95,8,14.136904761904763
3880,Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.0,1497,117.0,5.0,7.1,9,13.897766749379652
3881,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,15.0,1172,67.0,5.0,1.25,13,12.431626056688215
3883,Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.0,1373,93.0,7.0,5.5,11,41.00496770988574
3884,Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,18.0,1198,75.0,5.0,3.25,11,14.903129657228018
3885,Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497,118.0,5.0,5.0,14,13.83084577114428
3886,Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.0,1496,88.0,5.0,6.58,8,16.574900793650794
3887,BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,Diesel,Automatic,First,18.0,1995,184.0,5.0,19.5,11,18.877297565822158
3888,Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,Petrol,Manual,First,18.0,1199,88.0,5.0,6.14,7,20.813584531482398
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.0,1248,73.0,5.0,4.95,11,38.29309488325882
3890,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,Diesel,Manual,First,20.0,1598,103.0,5.0,5.75,11,35.669647292598114
